rbd|codEdu|nombre|matemática1|matemática2|lectura|ciencias|historia|nem|ranking|promedio|dep|nse|posPromedio|posMatemática1|posMatemática2|posLectura|posCiencias|posHistoria|posNem|posRanking|región|comuna
15610|310|COLEGIO PARTICULAR SAN JOSÉ DE LA MONTAÑA|614.6|382.2|613.4|474.7|490.1|754.4|762.7|614.3616352201258|P. C/Subv|Medio Bajo|1086|844|1562|914|1115|1233|981|1240|LI|Chimbarongo
15621|310|COLEGIO PARTICULAR EL REAL|571.1|384.1|608.5|465.6|482.9|704.3|721.6|600.2688172043011|P. C/Subv|Medio|1407|1540|1488|993|1338|1398|1892|2018|LI|San Fernando
15624|310|COLEGIO GABRIELA MISTRAL|583.3|372.3|600.1|449.9|479.9|691.1|695.2|577.0880314960631|P. C/Subv|Medio Bajo|2077|1309|1950|1141|1824|1463|2185|2595|LI|Las Cabras
15627|310|COLEGIO SAN FRANCISCO|555.8|346|557.1|471.4|479.3|704.9|727.5|570.2932773109243|P. C/Subv|Medio|2321|1919|3335|2009|1192|1472|1882|1894|LI|Machalí
15631|310|TRINITY COLLEGE|705.5|433.5|684.9|542|589.1|836|840.4|686.5993827160494|P. S/Subv|Alto|302|311|578|292|382|310|199|265|LI|Machalí
15633|310|BRITISH COLLEGE LIMITED|564.3|364.7|553.7|427.8|425.9|650.9|677|539.3737179487179|P. C/Subv|Medio|3357|1703|2337|2095|2666|3002|3008|2961|LI|San Fernando
15643|310|INSTITUTO CRISTIANO EDUMASTER COLLEGE|490.7|360.3|536|425.7|434.2|561.3|599.1|520.8574468085105|P. C/Subv|Medio|3799|3733|2574|2519|2754|2745|4057|3949|LI|Rancagua
15646|310|INSTITUTO SANTA TERESA DE LOS ANDES|516|355.3|519.9|442.4|453|637.1|648|549.76768707483|P. C/Subv|Medio Bajo|3036|3106|2869|2880|2086|2163|3236|3417|LI|Graneros
15646|410|INSTITUTO SANTA TERESA DE LOS ANDES|534.2|324.7|534|438.1|426.9|618.6|642.8|544.8685258964143|P. C/Subv|Medio Bajo|3188|2520|3906|2557|2219|2973|3531|3490|LI|Graneros
15646|610|INSTITUTO SANTA TERESA DE LOS ANDES|473.4|355.5|487|414.5|422.2|546.4|560.7|511.0832061068702|P. C/Subv|Medio Bajo|3957|4006|2855|3613|3268|3122|4122|4133|LI|Graneros
15657|310|COLEGIO NEHUÉN|677.8|455.4|643.4|520|537.8|798|803.1|668.4358126721763|P. C/Subv|Medio|414|413|417|543|520|599|453|617|LI|San Vicente
15662|310|INSTITUTO SAN LORENZO|616.1|418.2|616.5|501.4|500.1|698.6|710.2|612.4342685370741|P. C/Subv|Medio Alto|1129|819|737|863|689|1037|2030|2277|LI|Rancagua
15664|310|COLEGIO MANQUEMÁVIDA|634.6|436.6|631.4|483.9|475.7|751|755.5|631.6661971830987|P. C/Subv|Medio|778|645|548|668|950|1553|1032|1377|LI|Santa Cruz
15676|310|COLEGIO HISPANO CHILENO EL PILAR|586.8|404.9|623.5|503.7|514.9|596.6|605.2|571.2180379746835|P. C/Subv|Medio Alto|2286|1249|932|765|666|816|3809|3906|LI|Rancagua
15682|310|COLEGIO MAGISTER|553|379.7|550.5|448.2|446.4|601.7|628.4|534.5417391304347|P. C/Subv|Medio|3491|1986|1657|2169|1884|2394|3750|3685|LI|Rancagua
15683|310|COLEGIO EVELYN SCHOOL|571.2|367.1|580.9|454.9|499.1|721.8|728.9|586.8543103448276|P. C/Subv|Medio Bajo|1791|1537|2197|1498|1680|1056|1524|1863|LI|Santa Cruz
15684|310|INSTITUTO HANS CHRISTIAN ANDERSEN|705.9|455.6|689.2|544.4|606.8|845|860.3|709.3647058823531|P. C/Subv|Medio Alto|226|308|415|274|368|250|163|158|LI|San Fernando
15690|310|COLEGIO LOS CIPRESES|779.9|604.3|724.6|623.6|672|735.6|746|716.2860058309037|P. C/Subv|Medio|202|148|63|146|149|98|1291|1545|LI|Doñihue
15700|310|COLEGIO LA REPÚBLICA|661|464.4|643|489.1|585|757.1|772.2|652.402849002849|P. C/Subv|Medio Alto|535|482|381|548|855|324|947|1067|LI|Rancagua
15707|310|COLEGIO RANCAGUA|580|449|561.5|481|385.5|657.2|692.8|572.0205479452055|P. S/Subv|Medio Alto|2248|1375|466|1919|991|3983|2899|2654|LI|Rancagua
15719|310|COLEGIO FRAY ANDRÉS|562|365.1|574.7|434.6|492.8|692.9|731.9|579.8848484848485|P. C/Subv|Medio|1996|1761|2308|1623|2351|1182|2143|1800|LI|Rancagua
15720|410|LICEO MUNICIPAL ZOILA ROSA CARRIÓN|510.3|366.4|497|415.6|430|705.6|750.9|571.8682758620689|Público|Bajo|2250|3257|2235|3427|3221|2878|1866|1452|LI|Malloa
15720|610|LICEO MUNICIPAL ZOILA ROSA CARRIÓN|489.6|392.5|464.7|410.5|387.3|681.7|720.8|558.9768181818182|Público|Bajo|2715|3758|1246|3917|3442|3965|2385|2039|LI|Malloa
15722|310|LICEO PARTICULAR CARDENAL RAÚL SILVA HENRÍQUEZ|659|487|629.9|473.6|514.4|748.8|763.7|649.9450236966826|P. C/Subv|Medio Bajo|553|493|294|685|1139|824|1073|1221|LI|Nancagua
15723|363|CENTRO EDUCACIONAL INTEGRAL DE ADULTOS LOS ROBLES|462.7|364.5|523.3|414.7|450.3|648.5|663.3|592.8739130434783|P. C/Subv|Medio|1624|4094|2343|2814|3262|2245|3042|3193|LI|Rancagua
15731|310|COLEGIO ESPAÑA|538.5|332.9|527.6|424.4|457.1|639.7|692|542.6458823529412|P. C/Subv|Medio Bajo|3259|2376|3750|2707|2816|2033|3199|2668|LI|San Vicente
15739|310|COLEGIO CHIMBARONGO|532.4|360.6|579|451.3|456|681.6|693.1|570.52602739726035|P. C/Subv|Medio Bajo|2315|2574|2547|1542|1786|2066|2388|2644|LI|Chimbarongo
15739|410|COLEGIO CHIMBARONGO|549.7|341|470.3|373.6|395.3|569.2|588.1|506.27962962962965|P. C/Subv|Medio Bajo|4015|2073|3518|3859|4161|3837|4004|4006|LI|Chimbarongo
15744|310|COLEGIO ANDALIEN|635.7|442.6|590.3|520.1|545.9|763.2|784.3|638.2994047619047|P. C/Subv|Medio Bajo|682|638|499|1304|517|529|868|889|LI|San Vicente
15745|310|COLEGIO VALLE DE COLCHAGUA|551.9|353.4|584.8|436.8|487.9|721.9|746.9|595.0468085106382|P. C/Subv|Medio Bajo|1556|2006|2986|1423|2254|1291|1522|1527|LI|San Fernando
15746|310|SAINT MORITZ COLLEGE|546.6|388.8|554.3|472.3|464.8|702.3|787.1|612.8518072289156|P. C/Subv|Medio|1118|2138|1340|2078|1177|1825|1943|834|LI|Rancagua
15750|310|COLEGIO LAS AMÉRICAS|553.4|438|570.5|458.4|413.8|681.3|712.7|592.0392857142857|P. C/Subv|Medio Bajo|1648|1977|531|1715|1543|3351|2397|2214|LI|Rancagua
15756|363|CENTRO EDUCACIONAL INTEGRAL DE ADULTOS SEMPER|487|336.3|481.4|433.3|419.4|533.1|537.4|491.9560606060606|P. C/Subv|Medio|4124|3814|3670|3701|2409|3208|4159|4183|LI|Rancagua
15758|310|COLEGIO CHRISTIAN COLLEGE|607.1|381.7|580|477.9|489.2|851.8|864.3|633.0686868686869|P. C/Subv|Medio Bajo|763|945|1577|1523|1048|1257|126|142|LI|San Fernando
15759|310|LICEO MACHALÍ|542.8|358.5|578.2|436.2|461.4|754|767.8|617.3846153846154|Público|Bajo|1021|2263|2696|1554|2280|1930|989|1151|LI|Machalí
15759|363|LICEO MACHALÍ|460.5|323.2|463.8|409.7|486.4|615.9|632.9|546.2369565217392|Público|Bajo|3144|4110|3915|3928|3478|1321|3566|3630|LI|Machalí
15759|410|LICEO MACHALÍ|534.1|371.7|508|424.7|406|688.4|711.8|578.6672727272727|Público|Bajo|2032|2524|1982|3170|2803|3563|2233|2234|LI|Machalí
15759|510|LICEO MACHALÍ|486.1|334.8|454.6|405.6|362.9|637.9|659.3|535.0521367521368|Público|Bajo|3475|3829|3709|4003|3649|4154|3222|3251|LI|Machalí
15759|610|LICEO MACHALÍ|456.2|0|441.3|379|416.7|644|666|536.8966666666666|Público|Bajo|3431|4137|4106|4093|4134|3279|3121|3154|LI|Machalí
15767|410|COLEGIO DIEGO PORTALES|586.5|398.2|606.5|458|489.6|686|710.1|610.796|P. C/Subv|Medio Bajo|1162|1257|1079|1034|1560|1248|2275|2280|LI|Machalí
15767|610|COLEGIO DIEGO PORTALES|496|248|523.5|428.4|452.8|626.9|636.1|542.9558333333333|P. C/Subv|Medio Bajo|3245|3622|4097|2805|2644|2166|3412|3592|LI|Machalí
15769|510|LICEO TÉCNICO SANTA CRUZ DE TRIANA|503.4|325.1|490.8|418.1|399.6|719.8|766.9|559.7986486486487|Público|Bajo|2683|3444|3900|3546|3110|3751|1566|1173|LI|Rancagua
15775|410|LICEO TÉCNICO PROFESIONAL SANTA ROSA|595.4|355.7|544.4|472.4|443.6|770.6|822.9|587.4386363636363|P. C/Subv|Bajo|1778|1124|2844|2295|1173|2473|766|410|LI|Rancagua
15775|610|LICEO TÉCNICO PROFESIONAL SANTA ROSA|523.7|317.5|553.3|426|462.3|731.1|769.1|594.896|P. C/Subv|Bajo|1563|2848|3961|2107|2732|1904|1368|1130|LI|Rancagua
15777|363|COLEGIO JUAN LUIS VIVES|451.5|0|397.8|398.5|382.7|607.6|684|502.9313953488372|P. C/Subv|Medio|4046|4164|4106|4196|3867|4006|3683|2839|LI|Rancagua
15781|310|LICEO MUNICIPAL DE CÓDIGUA|511.1|358.8|541.4|418|460.7|727.7|739|579.5286290322581|Público|Bajo|2004|3227|2674|2374|3114|1950|1420|1685|LI|Codegua
15787|310|COMPLEJO EDUCACIONAL LAS ARAUCARIAS|525.2|361|564.9|435.3|504.3|618.3|637.6|545.5826291079812|P. C/Subv|Medio Bajo|3166|2798|2517|1843|2317|955|3537|3572|LI|San Fernando
15792|310|COLEGIO REAL DE CARÉN|549.9|365.8|548.9|443|444.7|700.4|723.8|554.9603305785123|P. C/Subv|Medio|2828|2066|2264|2204|2071|2437|1982|1981|LI|Machalí
15793|310|COLEGIO INTERAMERICANO|562.9|377.1|586.7|452.7|508.5|658.3|673.9|575.05|P. C/Subv|Medio|2130|1738|1776|1384|1737|905|2873|3020|LI|Rancagua
1579|310|LICEO SANTA TERESA|536.5|344.9|530.6|432.4|426.6|693|703.3|567.8361963190185|P. C/Subv|Medio Bajo|2404|2454|3390|2638|2450|2981|2142|2419|VA|Valparaíso
15808|310|LICEO MIRELLA CATALÁN URZÚA|574.4|0|538.8|411.7|471|688.9|739.7|624.2575757575758|Público|Bajo|891|1475|4106|2424|3397|1661|2225|1670|LI|Paredones
15808|610|LICEO MIRELLA CATALÁN URZÚA|499.2|248|477.5|391|435.3|647.1|677.9|560.7880952380953|Público|Bajo|2652|3548|4097|3765|4014|2712|3067|2946|LI|Paredones
15809|310|OLIVAR COLLEGE|578.8|396.1|582.9|455.7|503.2|732.3|756.1|604.1965879265092|P. C/Subv|Medio Bajo|1301|1394|1132|1462|1643|977|1340|1365|LI|Olivar
15817|310|COLEGIO NAHUELCURA|659.7|453.3|646|534.4|495.5|751.1|756.6|639.9666019417475|P. C/Subv|Medio Alto|662|491|429|521|421|1122|1030|1353|LI|Machalí
1581|310|LICEO JUANA ROSS DE EDWARDS|678.4|458.5|651.8|519.4|556.1|748.3|758.1|653.3169014084507|P. C/Subv|Medio Alto|531|410|403|482|527|460|1081|1325|VA|Valparaíso
15820|310|COLEGIO ALEMÁN SAN MIGUEL|630.4|404.7|617.3|507.1|500.9|776.1|803.9|645.6666666666665|P. C/Subv|Medio|595|688|936|856|634|1027|685|605|LI|San Vicente
1582|310|COLEGIO LUTERANO CONCORDIA|641.6|471.7|631.3|483.5|542.4|718.1|731.6|631.0686274509803|P. C/Subv|Medio|789|594|341|670|952|557|1595|1805|VA|Valparaíso
15832|310|COLEGIO BOSQUES DE CHILE|510.5|305.5|537.4|426.1|440|709.4|727.4|560.0587301587302|P. C/Subv|Bajo|2675|3251|4031|2469|2725|2582|1779|1896|LI|San Vicente
15840|410|COLEGIO TECNOLÓGICO PUMAHUE|519|348.1|535.8|425.7|426.6|616.4|652|537.9224358974359|P. C/Subv|Medio Bajo|3407|3014|3210|2526|2754|2981|3559|3363|LI|Rancagua
15843|510|LICEO INDUSTRIAL ESTEBAN LEYTON SOTO|521.8|348.7|494|412.9|402.6|626.9|643.1|518.32031496063|Público|Bajo|3850|2917|3184|3486|3338|3661|3412|3487|LI|Rengo
15854|363|INSTITUTO DE EDUCACIÓN DE ADULTOS SAN ANDRÉS|513.8|393.5|525.8|423|408.6|546.3|554.1|507.2190476190476|P. C/Subv|Medio|4007|3161|1216|2752|2877|3497|4124|4144|LI|Rancagua
1585|310|LICEO COEDUCACIONAL LA IGUALDAD|557.9|357.3|550.9|430.8|450.7|696.1|713.2|567.8269121813031|P. C/Subv|Medio Bajo|2405|1862|2750|2155|2528|2236|2090|2201|VA|Valparaíso
1586|310|COLEGIO CARLOS COUSIÑO|579.5|381.9|583.1|469.1|471.6|708.2|724.9|586.1345821325649|P. C/Subv|Medio|1817|1383|1572|1457|1252|1649|1811|1951|VA|Valparaíso
1587|310|COLEGIO MARÍA AUXILIADORA|549.1|369.9|572.5|451.1|474.5|781.4|789.5|601.9086261980831|P. C/Subv|Medio|1364|2086|2066|1667|1790|1584|624|806|VA|Valparaíso
1588|310|COLEGIO NUESTRA SEÑORA DE LA MISERICORDIA|545|340.8|576.4|429.6|496.1|761.3|773.8|600.9942307692307|P. C/Subv|Medio|1393|2189|3527|1583|2587|1112|894|1039|VA|Valparaíso
1590|310|COLEGIO SALESIANO VALPARAÍSO|630.9|425.3|641.6|496.4|552|739.9|748.3|628.9632850241545|P. C/Subv|Medio|815|684|643|560|747|487|1232|1501|VA|Valparaíso
1590|510|COLEGIO SALESIANO VALPARAÍSO|547.7|364.2|535.4|436.5|459.4|650|671|548.2186736474695|P. C/Subv|Medio|3083|2116|2356|2533|2266|1979|3024|3073|VA|Valparaíso
1594|310|COLEGIO SAN DAMIÁN DE MOLOKAI|546.7|309.2|580.1|464.7|459.6|648.8|705.9|582.5|P. C/Subv|Medio Bajo|1917|2134|4010|1521|1366|1974|3039|2370|VA|Valparaíso
1597|363|ESCUELA PARTICULAR SAN LUIS|456.5|0|416.7|364|414|659.5|701|519.3612903225807|P. C/Subv|Medio|3827|4134|4106|4163|4179|3347|2847|2470|VA|Valparaíso
15|310|LICEO BICENTENARIO ARTÍSTICO DOCTOR JUAN NOÉ CREVANI|555.7|437|547.9|441.5|449.6|741.9|788|608.1036363636363|Público|Medio|1214|1920|543|2227|2128|2269|1190|826|AP|Arica
1604|310|COLEGIO LEONARDO MURIELDO|592.7|384.8|572.8|474.1|485.3|752.3|769.3|611.7386920980927|P. C/Subv|Medio|1141|1159|1466|1663|1126|1352|1020|1124|VA|Valparaíso
1607|310|COLEGIO TERESITA DE LISIEUX|534.4|391|570.3|411.3|498.3|652.8|690.4|569.3121212121213|P. C/Subv|Medio Bajo|2359|2514|1288|1721|3416|1067|2969|2703|VA|Valparaíso
1610|310|COLEGIO ALBERTO HURTADO SEGUNDO|553.6|364.2|538.8|445.2|445|657.7|667.4|568.9220238095238|P. C/Subv|Medio Bajo|2374|1971|2356|2424|1997|2429|2889|3130|VA|Valparaíso
1619|310|COLEGIO PARTICULAR JUNIOR SCHOOL N°2|518.2|364|524.1|423.8|428.7|619.1|634.4|530.8906040268456|P. C/Subv|Medio Bajo|3585|3038|2367|2790|2849|2909|3524|3608|VA|Valparaíso
161|410|LICEO DE HUARA|499.5|322.4|472.1|393.2|439.7|682|710.2|539.4619834710744|Público|Bajo|3353|3539|3925|3838|3986|2593|2371|2277|TA|Huara
1629|310|COLEGIO INTERNACIONAL|598.2|453.3|599.8|515.8|393.6|852.3|866.3|660.1046153846153|P. S/Subv|Medio Alto|478|1077|429|1147|550|3873|123|128|VA|Valparaíso
1631|310|COLEGIO DE LOS SAGRADOS CORAZONES DE PADRES FRANCESES|759.1|513.9|713.2|642.1|583|814.9|820.8|720.2027777777778|P. S/Subv|Alto|190|193|216|189|116|330|313|422|VA|Viña Del Mar
1632|310|COLEGIO NUESTRA SEÑORA DE LOURDES|557.1|396.1|563.7|458.1|493.7|776.9|777.2|615.6062499999999|P. C/Subv|Medio|1054|1881|1132|1867|1553|1161|677|990|VA|Valparaíso
1634|310|SEMINARIO SAN RAFAEL|767.3|508.8|723.7|588.6|634.5|798.2|808|721.5384146341463|P. S/Subv|Alto|187|175|230|152|218|168|451|559|VA|Valparaíso
1635|310|COLEGIO AGUSTÍN EDWARDS|569.4|380|552|458.5|441.8|740.6|762.1|589.3329411764706|P. C/Subv|Medio Alto|1723|1587|1649|2126|1536|2522|1216|1255|VA|Valparaíso
1638|310|SCUOLA ITALIANA ARTURO DELL'ORO|801.3|530.1|775.4|659|669.1|735.3|743.5|725.5602040816326|P. S/Subv|Alto|174|116|178|23|89|101|1294|1601|VA|Valparaíso
16410|310|COLEGIO ABATE MOLINA|588|383.8|602.7|468.3|500.8|754.9|770.7|618.7890995260664|P. C/Subv|Medio Bajo|994|1230|1499|1103|1273|1029|971|1097|ML|Longaví
16415|310|COLEGIO RAÚQUÉN|587.8|410.2|617.1|484.6|470|816.2|822.6|639.5134069400631|P. C/Subv|Medio|669|1234|846|857|936|1679|304|412|ML|Curicó
16417|410|COLEGIO BICENTENARIO POLITÉCNICO SAN JOSÉ DE CURICÓ|542|363.9|576.9|422.2|462.6|729.9|745.9|580.6636752136752|P. C/Subv|Bajo|1974|2286|2371|1572|2919|1897|1382|1546|ML|Curicó
16417|510|COLEGIO BICENTENARIO POLITÉCNICO SAN JOSÉ DE CURICÓ|562.4|362.1|548.5|448.5|436.3|691.1|702.9|573.6308219178082|P. C/Subv|Bajo|2169|1753|2469|2213|1872|2689|2185|2431|ML|Curicó
1641|310|COLEGIO SAN PEDRO NOLASCO|745.4|508.1|707.9|601.8|620.1|869.6|883.8|732.4233128834355|P. S/Subv|Alto|158|222|233|214|193|214|62|61|VA|Valparaíso
16424|310|LICEO BICENTENARIO MARÍA DEL TRÁNSITO DE LA CRUZ|568.2|372|611.5|484.9|486.3|735.8|743.9|611.4475218658893|Público|Medio Bajo|1146|1616|1959|944|931|1325|1287|1593|ML|Molina
16427|310|COLEGIO ESMERALDA|614.9|410.6|606.5|511.1|454.6|764|772.1|621.4227777777778|P. C/Subv|Medio Alto|947|838|838|1034|590|2114|858|1068|ML|Talca
16431|310|COLEGIO ORCHARD COLLEGE|878.7|620.1|765.4|728.6|731.2|870|872.7|799.3869281045752|P. S/Subv|Alto|14|24|47|41|10|16|60|105|ML|Curicó
16434|410|CENTRO EDUCACIONAL LUIS RUTTEN|523.4|374.7|484.5|397|430.8|710.2|728|567.0342857142857|P. C/Subv|Bajo|2426|2865|1863|3655|3907|2860|1763|1881|ML|Talca
16434|510|CENTRO EDUCACIONAL LUIS RUTTEN|527.4|373.4|491.3|365.9|372.4|614.9|622.8|521.0807228915662|P. C/Subv|Bajo|3792|2731|1910|3537|4175|4104|3581|3742|ML|Talca
16434|610|CENTRO EDUCACIONAL LUIS RUTTEN|504.3|358.7|492.3|417.2|418.5|691.5|706.2|553.1699115044248|P. C/Subv|Bajo|2904|3426|2681|3521|3162|3233|2175|2362|ML|Talca
16441|310|LICEO BICENTENARIO DE EXCELENCIA SANTA MARTA|677.5|384.5|633.3|495.8|491|854.7|873.4|661.3766666666667|P. C/Subv|Medio Bajo|468|415|1480|643|755|1212|111|99|ML|Talca
16441|510|LICEO BICENTENARIO DE EXCELENCIA SANTA MARTA|549.9|349.4|519.9|444.5|427.9|731.7|743.9|566.5107476635515|P. C/Subv|Medio Bajo|2438|2066|3159|2880|2018|2929|1354|1593|ML|Talca
16441|610|LICEO BICENTENARIO DE EXCELENCIA SANTA MARTA|539.4|358.6|530.9|417.5|420.9|707.8|720.7|569.0639423076923|P. C/Subv|Medio Bajo|2366|2356|2688|2632|3144|3154|1826|2043|ML|Talca
16443|410|CENTRO INTEGRAL EDUCACIÓN TALCA|532.2|362.4|544.2|414|433.6|696.2|727.1|574.8102564102564|P. C/Subv|Bajo|2138|2582|2450|2300|3292|2762|2086|1902|ML|Talca
16443|510|CENTRO INTEGRAL EDUCACIÓN TALCA|525.8|362.2|524.3|425.3|422.8|690.2|719|551.4754545454546|P. C/Subv|Bajo|2968|2785|2463|2784|2774|3096|2201|2080|ML|Talca
16443|610|CENTRO INTEGRAL EDUCACIÓN TALCA|483.1|382.3|466.2|395.7|411|651.1|668.1|540.977049180328|P. C/Subv|Bajo|3313|3878|1556|3902|3948|3431|3003|3116|ML|Talca
16446|310|COLEGIO JUAN PIEMARÍA|516.1|356.9|538.2|445.1|435.5|763.9|785.6|595.3460465116281|P. C/Subv|Medio Bajo|1541|3104|2779|2446|2001|2705|861|866|ML|Talca
16446|510|COLEGIO JUAN PIEMARÍA|524.6|369.3|505.2|414.1|438.1|656.6|678.5|549.4616766467067|P. C/Subv|Medio Bajo|3045|2818|2092|3231|3288|2642|2908|2932|ML|Talca
16446|610|COLEGIO JUAN PIEMARÍA|495.9|386.5|476.8|409.5|417.4|714|741.8|569.0561403508772|P. C/Subv|Medio Bajo|2367|3626|1412|3777|3490|3258|1688|1636|ML|Talca
16448|310|INSTITUTO SANTA MARTA|626.2|389.4|628.5|511|541.7|845.6|863.9|675.0517094017094|P. C/Subv|Medio Bajo|365|714|1329|698|593|566|157|145|ML|Curicó
16448|410|INSTITUTO SANTA MARTA|578|379.5|604.8|458.1|469.3|776.4|794.2|612.0986301369863|P. C/Subv|Medio Bajo|1136|1410|1665|1064|1553|1698|681|733|ML|Curicó
16452|510|LICEO POLITÉCNICO DE CURICÓ|567.3|366.7|556.1|461.9|435.2|644.4|661|558.732421875|Público|Bajo|2722|1639|2217|2038|1440|2715|3113|3227|ML|Curicó
16452|710|LICEO POLITÉCNICO DE CURICÓ|567.3|0|569.4|449.2|462|601.6|611.6|572.8677966101694|Público|Bajo|2208|1639|4106|1746|1850|1918|3751|3856|ML|Curicó
16453|310|COLEGIO ALBORADA|791.5|547.1|730.3|612.6|683.3|805.3|824.5|730.8733333333333|P. S/Subv|Alto|164|135|142|130|179|74|399|400|ML|Linares
16457|363|CENTRO EDUCACIONAL APUMANQUE|525.2|363.5|501.8|427.7|444.3|560.9|576|511.57977528089884|P. C/Subv|Medio Bajo|3948|2798|2391|3306|2669|2448|4061|4076|ML|Curicó
16459|410|INSTITUTO TÉCNICO SUPERIOR CONSTITUCIÓN|518.6|326.7|553.9|415.3|444.2|731.8|761.2|574.8465753424657|P. C/Subv|Bajo|2136|3026|3884|2088|3236|2456|1351|1269|ML|Constitución
16459|510|INSTITUTO TÉCNICO SUPERIOR CONSTITUCIÓN|544.2|357.6|565.1|421.3|433.5|735.9|771.9|593.8661764705882|P. C/Subv|Bajo|1594|2218|2733|1839|2960|2766|1286|1069|ML|Constitución
16462|510|LICEO MONSEÑOR CARLOS GONZÁLEZ CRUCHAGA|484.1|345.5|474.7|384.3|420.4|738.7|785.5|550.0776119402984|P. C/Subv|Bajo|3028|3862|3364|3797|4093|3174|1250|869|ML|Talca
16467|310|LICEO PABLO NERUDA DE TALCA|555.4|378.5|546.5|449.4|446.6|677.8|684.9|571.553896103896|P. C/Subv|Medio Bajo|2267|1930|1707|2255|1842|2386|2471|2820|ML|Talca
16469|310|COLEGIO PABLO NERUDA|583.4|401.2|551.2|445.2|449.4|646.2|653.7|556.3772117962466|Público|Bajo|2789|1308|1008|2151|1997|2276|3082|3339|ML|Parral
16470|310|COLEGIO CONCEPCIÓN TALCA|684.9|450|691.7|526|571.9|835.7|847.9|679.2848739495798|P. S/Subv|Alto|335|388|453|264|472|367|203|224|ML|Talca
16476|310|COLEGIO BOSQUES DE GAIA|666.4|419.8|640.2|591.8|535.1|784.3|803.9|671.5896341463415|P. C/Subv|Medio Alto|386|463|708|577|213|623|590|605|ML|Constitución
16477|310|COLEGIO AQUELARRE|716.9|415.3|723.3|549.7|637.1|866.5|887.9|721.2984615384615|P. C/Subv|Medio|188|276|764|154|348|160|71|49|ML|Teno
16485|310|COLEGIO GARDEN COLLEGE|686.3|431.1|681|530.1|518.6|862.9|960.2|710.4697478991596|P. C/Subv|Medio|224|384|595|312|451|773|83|2|ML|Cauquenes
16488|310|COLEGIO ADVENTISTA MARANATA|646.2|390.2|620.5|504.6|437.5|813.4|818.9|641.2812785388128|P. C/Subv|Medio|645|566|1302|810|653|2658|331|446|ML|Talca
16489|310|COLEGIO BALTAZAR|603.8|380.4|586.8|496.3|512.7|748.6|755.4|613.4506666666666|P. C/Subv|Medio Alto|1101|987|1640|1381|749|847|1078|1379|ML|Talca
16494|310|COLEGIO CRISTIANO DE CURICÓ|544.6|404.4|533.7|428.4|453.5|717.3|725.5|583.8361290322581|P. C/Subv|Medio|1878|2203|945|2566|2644|2147|1615|1939|ML|Curicó
16497|310|COLEGIO ANDES DE TALCA|722.3|515.8|659.4|564.3|517.8|857.1|868.1|707.1906542056074|P. S/Subv|Medio Alto|233|265|210|428|289|783|102|121|ML|Talca
16502|310|COLEGIO CORDILLERA|588|368.4|585.8|458.8|466.8|778.6|803.7|604.5348056537101|P. C/Subv|Medio|1298|1230|2127|1401|1529|1767|643|609|ML|Molina
16507|310|JUAN SALVADOR COLLEGE|553.9|365.5|609.8|461.8|492.4|749|776.4|598.6978902953587|P. C/Subv|Medio|1452|1960|2285|967|1441|1189|1069|1001|ML|San Javier
16508|310|COLEGIO HISPANO CHILENO EL PILAR|699.4|454.3|638.4|525.2|562.6|769.7|783.9|662.9698701298701|P. C/Subv|Medio Alto|458|328|426|593|477|417|784|894|ML|Curicó
16509|310|COLEGIO CENTRO EDUCACIONAL VYGOTSKY|592.1|363.7|587.9|466.9|460.5|749.7|759.9|603.6141104294479|P. C/Subv|Medio Alto|1319|1168|2382|1348|1307|1953|1054|1300|ML|Curicó
16512|310|COLEGIO DIEGO THOMSON|622.6|414.7|615.2|491.5|468.6|756.5|792.4|624.97339055794|P. C/Subv|Medio|875|746|775|883|818|1720|952|762|ML|Curicó
16520|310|COLEGIO KÁIROS|544.8|378.1|505.1|409.4|432.5|765.8|835.6|564.5524271844661|P. C/Subv|Medio Bajo|2507|2194|1726|3237|3495|2804|837|300|ML|Curicó
16535|310|COLEGIO SAN MARCOS|623.1|377.3|612.8|487.4|469.2|736.3|738.9|620.4829268292683|P. C/Subv|Medio Bajo|963|739|1762|924|888|1703|1282|1686|ML|Curicó
1653|310|COLEGIO SAN VICENTE|556.2|368.5|589.3|462.2|463|705.8|710.8|585.6523178807946|P. C/Subv|Medio|1832|1907|2123|1321|1431|1884|1864|2255|VA|Valparaíso
16541|310|CENTRO EDUCATIVO PEÜMAYÉN|523.8|347.8|552.3|440.5|432.7|708.3|720.9|571.0308139534883|P. C/Subv|Medio Bajo|2293|2846|3235|2121|2150|2798|1806|2036|ML|Curicó
16549|310|COLEGIO PALENCIA S.C.|556.2|370.5|569.4|455.4|439.3|741.5|780.6|590.9654088050314|P. C/Subv|Medio|1679|1907|2039|1746|1655|2606|1197|938|ML|Curicó
16549|410|COLEGIO PALENCIA S.C.|552.2|375.4|540.8|427|464.3|667.1|697.3|575.1505747126437|P. C/Subv|Medio|2128|2000|1834|2385|2694|1837|2687|2551|ML|Curicó
16550|310|COLEGIO SAN JORGE|769|581.3|716|569|783.3|767.7|785.4|734.1175675675676|P. S/Subv|Alto|150|173|89|177|277|2|813|872|ML|Talca
16551|610|LICEO BICENTENARIO POLIVALENTE DE RAUCO|545.8|378.3|514.9|431.5|498|735.3|775.1|640.1892857142857|Público|Bajo|659|2165|1718|3002|2500|1072|1294|1021|ML|Rauco
