rbd|codEdu|nombre|matemática1|matemática2|lectura|ciencias|historia|nem|ranking|promedio|dep|nse|posPromedio|posMatemática1|posMatemática2|posLectura|posCiencias|posHistoria|posNem|posRanking|región|comuna
10023|310|LICEO ALBERTO HURTADO|538.7|359.9|554.6|424.3|455.7|785.9|810.7|581.7257653061224|P. C/Subv|Medio|1947|2371|2608|2065|2822|2073|565|528|RM|Quinta Normal
10030|310|LICEO POLIVALENTE SAN JOSÉ DE LA PRECIOSA SANGRE|644|442.6|649.6|529.2|545.9|751.4|772.7|640.9617760617759|P. C/Subv|Medio|648|582|499|493|455|529|1029|1056|RM|Quinta Normal
10030|510|LICEO POLIVALENTE SAN JOSÉ DE LA PRECIOSA SANGRE|580.1|368.9|569.9|437.8|446.8|527.6|549.7|516.137106918239|P. C/Subv|Medio|3884|1374|2104|1730|2230|2377|4171|4158|RM|Quinta Normal
10042|310|COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO|662.8|470.9|653.2|538.6|547.9|728.4|754.6|646.688501026694|P. C/Subv|Medio|582|476|347|470|403|512|1408|1392|RM|Quinta Normal
10044|410|CENTRO EDUCACIONAL ALBERTO HURTADO|528.8|347.1|551.4|414.2|465|767.6|818.7|596.8657142857144|P. C/Subv|Medio Bajo|1496|2677|3267|2141|3283|1817|815|451|RM|Quinta Normal
10044|510|CENTRO EDUCACIONAL ALBERTO HURTADO|526.5|357.1|499.7|409.9|431.3|664.4|694.1|561.186217948718|P. C/Subv|Medio Bajo|2633|2764|2763|3358|3470|2845|2746|2620|RM|Quinta Normal
10052|410|LICEO POLITÉCNICO SAN FRANCISCO SOLANO|509.3|326.8|486.8|383.3|403.4|689.5|762|545.1141176470588|P. C/Subv|Bajo|3179|3284|3881|3616|4102|3636|2214|1256|RM|Cerro Navia
10058|410|COLEGIO POLIVALENTE PRÍNCIPE DE GALES|550.4|371.9|580.9|426.8|451.9|647|680.6|547.8003759398496|P. C/Subv|Medio|3100|2048|1972|1498|2705|2197|3071|2903|RM|Estación Central
10069|310|COLEGIO MARQUEL|603.7|381.1|608.2|472.4|529.2|603.1|620.5|567.6553240740741|P. C/Subv|Medio|2411|989|1598|998|1173|671|3740|3760|RM|Quinta Normal
10073|510|LICEO BICENTENARIO INDUSTRIAL VICENTE PÉREZ ROSALES|556.6|372.5|542.8|453.7|441.1|589.4|608|538.8166386554623|Público|Medio Bajo|3380|1899|1935|2334|1702|2546|3871|3892|RM|Quinta Normal
10075|310|LICEO POLIVALENTE LOS HÉROES DE LA CONCEPCIÓN|484.1|329.1|463.2|406.9|389.8|606.2|632.4|502.1060606060606|Público|Bajo|4057|3862|3828|3936|3591|3937|3711|3635|RM|Cerro Navia
10075|363|LICEO POLIVALENTE LOS HÉROES DE LA CONCEPCIÓN|471.6|381|497|394|445.5|642.9|680.3|556.9575757575757|Público|Bajo|2776|4021|1602|3427|3972|2419|3142|2908|RM|Cerro Navia
10075|410|LICEO POLIVALENTE LOS HÉROES DE LA CONCEPCIÓN|565.9|355.3|528.1|435.7|457.8|670.2|714.3|546.6541666666667|Público|Bajo|3129|1668|2869|2701|2297|2016|2627|2179|RM|Cerro Navia
10075|610|LICEO POLIVALENTE LOS HÉROES DE LA CONCEPCIÓN|444.2|314.7|410.2|396.7|366.2|630.3|675.3|506.6368421052631|Público|Bajo|4011|4185|3973|4179|3919|4135|3345|2991|RM|Cerro Navia
10076|410|COMPLEJO EDUCACIONAL PEDRO PRADO|515.8|370.8|570.1|400.6|455.2|657.3|674.7|551.2727272727273|Público|Bajo|2977|3112|2019|1725|3796|2092|2898|3005|RM|Lo Prado
10076|510|COMPLEJO EDUCACIONAL PEDRO PRADO|496.5|388|456.4|344.3|446.6|581.9|591.5|526.7015384615385|Público|Bajo|3689|3610|1363|3986|4192|2386|3926|3984|RM|Lo Prado
10076|610|COMPLEJO EDUCACIONAL PEDRO PRADO|494.6|338.4|497.8|393.7|402|665.4|681.3|533.3889570552146|Público|Bajo|3519|3653|3602|3402|3979|3680|2724|2894|RM|Lo Prado
10077|410|LICEO MUNICIPAL CENTRO EDUCACIONAL PUDAHUEL|471.5|309|485.1|398.3|376.5|677.6|692.4|542.7156862745098|Público|Bajo|3257|4023|4011|3645|3872|4072|2476|2658|RM|Pudahuel
10077|510|LICEO MUNICIPAL CENTRO EDUCACIONAL PUDAHUEL|506.2|0|413.7|400.3|399.3|606.2|613.8|537.9840909090909|Público|Bajo|3403|3370|4106|4172|3804|3757|3711|3832|RM|Pudahuel
10077|610|LICEO MUNICIPAL CENTRO EDUCACIONAL PUDAHUEL|492.8|393|480.6|390.5|394.5|647.8|667.8|564.8227272727272|Público|Bajo|2496|3688|1230|3713|4020|3850|3056|3123|RM|Pudahuel
10091|310|ESCUELA PROFESORA GLADYZ VALENZUELA V|519.4|348.3|511.4|421.8|473.2|634.2|679.8|534.8705179282869|Público|Medio Bajo|3482|3000|3199|3093|2935|1616|3274|2915|RM|Lo Prado
10106|310|LICEO BICENTENARIO POETA PABLO NERUDA|563.4|390.3|538.3|457|422.7|603.6|615.6|537.9680327868853|Público|Medio Bajo|3404|1730|1300|2441|1599|3106|3736|3813|RM|Lo Prado
10120|363|LICEO DE ADULTOS ALBERTO GALLEGUILLOS JORQUERA|479.9|382.7|476.1|418.5|421.9|615.9|631.5|553.9623481781377|Público|Medio Bajo|2860|3924|1543|3783|3092|3126|3566|3649|RM|Pudahuel
10128|363|ESCUELA CENTRO EDUCATIVO INTEGRAL DE ADULTOS|577.5|373.4|570.5|483|490.2|653.6|673.6|589.0582172701951|Público|Medio Bajo|1733|1416|1910|1715|963|1231|2959|3027|RM|Lo Prado
10130|310|LICEO CIUDAD DE BRASILIA|542.4|390.4|535.9|456.4|454.3|746.8|763.9|594.1373239436618|Público|Bajo|1591|2273|1297|2523|1621|2123|1109|1217|RM|Pudahuel
1013|310|LICEO DE SALAMANCA|565.3|396.5|556.8|452.8|488|727.3|745.8|594.2953271028038|Público|Bajo|1582|1683|1121|2018|1732|1287|1434|1549|CO|Salamanca
1013|510|LICEO DE SALAMANCA|505.1|356|503.1|438.1|393.6|583.9|611.1|511.2265060240964|Público|Bajo|3956|3404|2832|3281|2219|3873|3909|3861|CO|Salamanca
1013|610|LICEO DE SALAMANCA|544.6|354|573.3|430.1|354.7|677.4|731.7|584.1170000000001|Público|Bajo|1873|2203|2940|1655|2566|4178|2479|1803|CO|Salamanca
10140|310|ESCUELA PARTICULAR FRINGS COLLEGE|611.2|392|609.9|467.3|503.5|716.4|753.6|614.3445054945056|P. C/Subv|Medio|1087|883|1258|966|1295|969|1641|1408|RM|Lo Prado
10158|410|COLEGIO BICENTENARIO SAN DAMIÁN DE MOLOKAI|585.3|412.7|564.6|431.9|460.6|691|720.1|578.8944162436549|P. C/Subv|Medio Bajo|2024|1277|801|1853|2472|1951|2188|2061|RM|Cerro Navia
10158|510|COLEGIO BICENTENARIO SAN DAMIÁN DE MOLOKAI|545.2|353.3|518.7|425.4|413.3|674.3|695.8|538.8585714285714|P. C/Subv|Medio Bajo|3378|2180|2989|2907|2769|3369|2543|2580|RM|Cerro Navia
10162|310|LICEO TENIENTE DAGOBERTO GODOY N°3|587.4|378.1|567.1|453.7|480.6|741.1|769|595.3634615384616|P. C/Subv|Medio|1540|1239|1726|1795|1702|1445|1201|1131|RM|Lo Prado
10164|310|COLEGIO SAN FRANCISCO JAVIER|559.3|414.5|541.7|463.8|420.7|641.8|655.6|557.2973799126638|P. C/Subv|Medio Bajo|2765|1826|779|2363|1391|3163|3161|3309|RM|Cerro Navia
10187|310|COLEGIO BICENTENARIO MADRE ANA EUGENIA|565.8|364.4|568.4|448.7|485.2|732.9|740|595.7792563600782|P. C/Subv|Medio Bajo|1526|1670|2349|1766|1866|1354|1334|1662|RM|Pudahuel
10193|410|COLEGIO POLIVALENTE SAINT ORLAN N° 3|572.1|363.8|571.3|458.9|422.9|711.5|735.9|583.3698979591837|P. C/Subv|Medio Bajo|1887|1516|2377|1698|1528|3091|1734|1736|RM|Cerro Navia
10196|510|LICEO INDUSTRIAL BICENTENARIO BENJAMÍN DÁVILA LARRAÍN|534|358.9|537.5|431.5|437.4|632.3|644.3|542.8247126436781|Público|Medio Bajo|3254|2527|2665|2463|2500|2661|3316|3468|RM|Renca
10199|310|LICEO POLIVALENTE A-80 PRESIDENTE JOSÉ MANUEL BALMACEDA|541.5|374.4|536.3|446.6|447.9|619.8|626.3|541.5674603174604|Público|Medio|3294|2298|1874|2509|1952|2334|3514|3704|RM|Independencia
10201|363|LICEO THOMAS ALVA EDISON|441.2|360.5|439.5|390.5|424|644|693.4|532.338888888889|Público|Medio Bajo|3549|4196|2560|4103|4020|3062|3121|2636|RM|Renca
10220|310|COLEGIO PRESIDENTE ALESSANDRI|613.3|507.5|602.6|520.7|498.4|573.4|583.7|571.6287262872629|P. C/Subv|Medio|2261|862|235|1107|509|1064|3981|4033|RM|Independencia
10223|310|LICEO SANTA TERESITA|544.7|348.3|535.5|441.9|452.1|629|638.7|542.8907840440165|P. C/Subv|Medio|3248|2201|3199|2530|2106|2190|3367|3549|RM|Independencia
10224|310|COLEGIO ARTURO TORO AMOR|627.4|428.6|633.1|505|539.8|668.6|687.1|619.8602122015915|P. C/Subv|Medio|977|707|615|649|647|587|2657|2768|RM|Independencia
10232|310|COLEGIO POLIVALENTE SANTA MARÍA DE LA PROVIDENCIA|549.4|362.1|570.8|482.7|424.8|738|764.3|596.8200892857142|P. C/Subv|Medio|1498|2077|2469|1706|967|3037|1261|1213|RM|Renca
10232|410|COLEGIO POLIVALENTE SANTA MARÍA DE LA PROVIDENCIA|501.9|379.4|498.3|404.6|420.5|607.5|629|529.7765100671141|P. C/Subv|Medio|3618|3484|1669|3385|3681|3170|3687|3677|RM|Renca
10240|310|ESCUELA LUIS CRUZ MARTÍNEZ|508|358.6|540.3|428.7|442.1|627.8|641.4|564.2305418719211|Público|Medio Bajo|2516|3327|2688|2395|2628|2513|3387|3510|RM|Quilicura
10246|310|COLEGIO POLIVALENTE SANTA MARÍA|581.2|412.8|598|468.8|494|813.2|827.8|633.373780487805|P. C/Subv|Medio Bajo|756|1350|799|1180|1262|1148|334|364|RM|Quilicura
10246|410|COLEGIO POLIVALENTE SANTA MARÍA|536.6|342|522.2|411.9|405.9|689.4|706.2|556.2937269372694|P. C/Subv|Medio Bajo|2797|2446|3485|2835|3386|3567|2215|2362|RM|Quilicura
10248|410|LICEO INSTITUTO TECNOLÓGICO Y COMERCIAL RECOLETA|517.4|357.3|512.7|415.8|407|618.7|638.7|537.8186390532545|Público|Medio Bajo|3409|3054|2750|3058|3214|3535|3528|3549|RM|Recoleta
10248|510|LICEO INSTITUTO TECNOLÓGICO Y COMERCIAL RECOLETA|559.9|366.9|568|462.9|445.1|661.8|687.1|573.0492957746479|Público|Medio Bajo|2198|1808|2209|1773|1414|2426|2802|2768|RM|Recoleta
10250|363|CENTRO EDUCACIONAL DE HUECHURABA|469.5|344.8|475.4|403.7|435.4|548.7|578.4|496.64041450777205|Público|Medio Bajo|4096|4043|3397|3793|3703|2708|4112|4066|RM|Huechuraba
10250|510|CENTRO EDUCACIONAL DE HUECHURABA|489.6|359.8|464.2|392.5|407.6|716|739.9|541.7192857142857|Público|Medio Bajo|3287|3758|2613|3927|3995|3523|1650|1665|RM|Huechuraba
10250|610|CENTRO EDUCACIONAL DE HUECHURABA|496.1|353.9|470.9|376.6|401.7|575.1|582.3|506.14845360824745|Público|Medio Bajo|4018|3618|2947|3854|4144|3690|3969|4039|RM|Huechuraba
10251|310|LICEO POETA FEDERICO GARCÍA LORCA|486.6|362.3|463.6|399.9|413.8|676.4|686.7|534.1769841269842|Público|Medio Bajo|3501|3821|2461|3932|3820|3351|2500|2778|RM|Conchalí
10252|310|LICEO ARTURO PÉREZ CANTO|516.2|341.5|550.4|431.8|434.4|650.8|665.4|552.1893258426966|Público|Medio Bajo|2940|3098|3500|2172|2480|2736|3011|3160|RM|Recoleta
10253|310|LICEO POLITÉCNICO ABDÓN CIFUENTES|564.5|401.5|560.3|457.5|494.7|608.3|632|553.7674418604652|Público|Medio Bajo|2871|1696|1003|1941|1576|1137|3674|3641|RM|Conchalí
10253|410|LICEO POLITÉCNICO ABDÓN CIFUENTES|508.7|345.1|508.9|424.9|408.2|529.1|561|495.252380952381|Público|Medio Bajo|4106|3302|3380|3153|2792|3510|4167|4131|RM|Conchalí
10254|310|CENTRO EDUCACIONAL JOSÉ MIGUEL CARRERA|546.5|390.4|541.8|406.8|428.5|673.9|695.3|538.41|Público|Medio Bajo|3391|2142|1297|2360|3592|2916|2553|2593|RM|Recoleta
10254|363|CENTRO EDUCACIONAL JOSÉ MIGUEL CARRERA|482.8|375|433.5|407.5|381.6|556.5|571.3|502.212408759124|Público|Medio Bajo|4055|3882|1848|4122|3560|4011|4078|4099|RM|Recoleta
10254|410|CENTRO EDUCACIONAL JOSÉ MIGUEL CARRERA|541.3|353.8|517|420.7|400.4|552.9|583.4|513.0016129032258|Público|Medio Bajo|3929|2304|2959|2946|2990|3730|4097|4034|RM|Recoleta
10255|510|COMPLEJO EDUCACIONAL JUANITA FERNÁNDEZ SOLAR|486.1|403.3|522.8|413.2|451.2|719.9|726.5|573.504|Público|Bajo|2175|3829|964|2825|3323|2221|1563|1913|RM|Recoleta
10255|610|COMPLEJO EDUCACIONAL JUANITA FERNÁNDEZ SOLAR|478.9|337.1|463.4|387.6|389.8|689.9|697.1|537.1267175572519|Público|Bajo|3426|3942|3653|3934|4060|3937|2205|2554|RM|Recoleta
10259|310|LICEO ALBERTO BLEST GANA|527.4|371.9|506.6|469.3|397.2|700.3|717.7|569.8510548523208|Público|Medio Bajo|2335|2731|1972|3196|1244|3785|1985|2109|RM|Conchalí
10259|363|LICEO ALBERTO BLEST GANA|462.9|328|439.8|426.7|404.6|551.8|578.9|493.80086206896544|Público|Medio Bajo|4113|4092|3850|4099|2710|3617|4103|4058|RM|Conchalí
10269|310|LICEO MUNICIPAL ALMIRANTE GALVARINO RIVEROS|569|331.7|544.6|446.8|467.2|674.7|724.6|579.862937062937|Público|Medio Bajo|1998|1600|3774|2290|1945|1754|2533|1960|RM|Conchalí
10313|310|COLEGIO POLIVALENTE ALEJANDRO FLORES|623.8|377.9|614.5|470.1|515|692.3|731|600.6738693467337|P. C/Subv|Medio Bajo|1400|734|1740|897|1230|813|2155|1819|RM|Recoleta
10313|410|COLEGIO POLIVALENTE ALEJANDRO FLORES|565.8|348.4|570.1|436.6|464.9|639.9|679.7|549.5300613496933|P. C/Subv|Medio Bajo|3042|1670|3197|1725|2264|1820|3195|2917|RM|Recoleta
10315|310|COLEGIO CRISTÓBAL COLÓN|558.1|384.6|548.6|447.3|466.1|718.1|727.2|587.2220338983051|P. C/Subv|Medio|1783|1853|1475|2211|1918|1784|1595|1901|RM|Conchalí
10320|310|LICEO AVENIDA RECOLETA|535.5|348.9|525|425.4|448.4|613|619.6|537.3422839506172|P. C/Subv|Medio Bajo|3424|2477|3179|2765|2769|2317|3611|3773|RM|Recoleta
10329|310|COLEGIO LIBERTADOR SAN MARTÍN|528.6|356.2|526.5|430.5|411.7|730.9|768|582.4239234449761|P. C/Subv|Medio Bajo|1921|2680|2822|2733|2546|3414|1372|1149|RM|Conchalí
10337|310|COLEGIO MATER DOLOROSA|567.6|367.5|545.3|428.8|427.4|762.1|776.9|581.9427135678392|P. C/Subv|Medio Bajo|1940|1630|2182|2276|2623|2951|885|995|RM|Huechuraba
10344|310|COLEGIO HELLEN'S COLLEGE|607|362.4|595.8|468.4|488.4|648.9|660.3|572.5285714285715|P. C/Subv|Medio|2221|946|2450|1218|1270|1273|3037|3241|RM|Conchalí
10350|310|COLEGIO ELENA BETTINI|550.6|356|582.4|462.8|501|724|745.8|589.9784090909092|P. C/Subv|Medio|1707|2040|2832|1473|1418|1022|1493|1549|RM|Independencia
10352|310|LICEO BICENTENARIO NUEVA AURORA DE CHILE|601.2|403.5|598.3|492.3|499.4|723.8|739.4|616.940404040404|P. C/Subv|Medio|1030|1029|958|1178|807|1049|1498|1677|RM|Recoleta
1036|310|COLEGIO PARTICULAR SAN FRANCISCO DE ASÍS|546.2|353.9|563|451.4|452.6|690|697.9|560.3515711645102|P. C/Subv|Medio|2662|2152|2947|1880|1783|2173|2202|2538|CO|Salamanca
10377|310|LICEO POLIVALENTE SAINT ANDREW'S|566.7|343.3|563.3|450.5|474.2|710|747.7|616.181914893617|P. C/Subv|Medio Bajo|1046|1650|3448|1876|1809|1593|1771|1511|RM|Lampa
10385|310|ESCUELA PARTICULAR ADVENTISTA SANTIAGO NORTE|563.4|372.7|559.1|447.3|431.4|692.8|708.4|571.4541666666667|P. C/Subv|Medio|2276|1730|1928|1961|1918|2839|2145|2314|RM|Conchalí
10396|410|LICEO POLIVALENTE RAFAEL DONOSO CARRASCO|569.2|361.7|560.4|460.3|454.9|666.5|729.2|575.194193548387|Público|Medio Bajo|2127|1594|2486|1939|1486|2103|2708|1859|RM|Recoleta
10396|510|LICEO POLIVALENTE RAFAEL DONOSO CARRASCO|545.8|341.5|526.7|438.4|434.8|586.8|637.7|536.051690821256|Público|Medio Bajo|3454|2165|3500|2725|2208|2727|3893|3568|RM|Recoleta
10397|510|LICEO INDUSTRIAL DE RECOLETA|517.7|347.6|472.8|418.5|429.2|649.3|701.1|540.2940928270042|Público|Bajo|3328|3046|3241|3828|3092|2897|3031|2466|RM|Recoleta
10398|363|LICEO REBECA OLIVARES BENÍTEZ|434.1|0|380.5|0|356.9|518.7|547.6|452.46083650190116|Público|Medio|4213|4207|4106|4213|4200|4176|4184|4167|RM|Colina
10399|363|LICEO POLIVALENTE RIGOBERTO FONT I.|495|344|455.3|408.2|412.5|654|679.4|568.9431578947369|Público|Bajo|2372|3640|3415|3995|3535|3384|2949|2924|RM|Colina
10399|410|LICEO POLIVALENTE RIGOBERTO FONT I.|550.8|352.4|500.3|401.8|404|656.3|677.5|539.2355263157895|Público|Bajo|3361|2037|3039|3343|3758|3623|2916|2953|RM|Colina
10399|510|LICEO POLIVALENTE RIGOBERTO FONT I.|509.7|332.3|488.6|405.6|410.1|541.5|550.7|490.7596412556054|Público|Bajo|4129|3273|3761|3583|3649|3452|4140|4156|RM|Colina
10399|610|LICEO POLIVALENTE RIGOBERTO FONT I.|503.5|345.7|508.3|407.8|389.3|631.6|645.9|530.30599250936325|Público|Bajo|3604|3440|3352|3162|3543|3949|3325|3448|RM|Colina
103|310|ESCUELA DE EDUCACIÓN GENERAL BÁSICA Y DESARROLLO ARTÍSTICO VIOLETA PARRA|533.7|313.8|525.7|425.9|443.4|640.5|658.5|548.6456043956044|Público|Medio|3065|2536|3979|2755|2738|2482|3190|3268|TA|Iquique
10401|310|ESCUELA BÁSICA SANTA TERESA DEL CARMELO|612.8|377.2|576.9|470.5|514.4|667.7|701.1|581.8686507936508|Público|Medio|1943|864|1770|1572|1215|824|2681|2466|RM|Colina
10405|410|LICEO ESMERALDA|499.5|379|477.7|435|400.8|470.8|479|460.54423076923075|Público|Bajo|4205|3539|1681|3762|2330|3714|4218|4218|RM|Colina
10405|610|LICEO ESMERALDA|486.7|336.6|474.2|402|404.3|564.7|590.6|499.0645533141211|Público|Bajo|4078|3820|3661|3807|3751|3618|4035|3991|RM|Colina
10408|510|LICEO PELDEHUE|492.9|349.1|501.5|408.7|397|595.7|608.5|513.0208609271524|Público|Bajo|3928|3683|3171|3314|3522|3793|3821|3888|RM|Colina
10415|310|ESCUELA PARTICULAR DESIRÉE|553.7|362|555.7|443.2|465.1|665.2|672.4|564.3852173913043|P. C/Subv|Medio|2513|1969|2473|2042|2061|1813|2729|3047|RM|Colina
10419|310|LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA|545.1|373.5|556.5|449.4|464|698.4|723.6|566.6671428571428|Público|Bajo|2434|2185|1904|2026|1842|1846|2037|1987|RM|Lampa
10419|363|LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA|474.8|347.1|483.4|394.7|418.5|578.8|596.3|503.62051282051283|Público|Bajo|4038|3990|3267|3669|3962|3233|3944|3964|RM|Lampa
10419|410|LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA|512.5|342.9|523.5|404.2|425.9|563.3|576|500.6261744966443|Público|Bajo|4065|3191|3462|2805|3691|3002|4042|4076|RM|Lampa
10419|510|LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA|538.5|361.4|503|447.6|394.4|557.2|566.7|512.943661971831|Público|Bajo|3930|2376|2498|3283|1906|3854|4074|4118|RM|Lampa
10419|610|LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA|492.2|347.6|489.2|403.1|401.7|609.8|623.5|507.6133949191686|Público|Bajo|4001|3701|3241|3576|3721|3690|3654|3735|RM|Lampa
10432|310|LICEO POLIVALENTE MANUEL RODRÍGUEZ|533.5|354.2|512.8|434|392.3|673.5|700.2|548.8793103448276|Público|Bajo|3060|2540|2925|3055|2378|3892|2559|2492|RM|Tiltil
10432|410|LICEO POLIVALENTE MANUEL RODRÍGUEZ|472.8|341.7|486.4|391.1|407.9|720.8|771.4|536.0869918699186|Público|Bajo|3453|4012|3496|3623|4013|3515|1548|1082|RM|Tiltil
10432|510|LICEO POLIVALENTE MANUEL RODRÍGUEZ|499.6|359.6|503.1|399.5|401.3|701.1|744.7|560.2961832061069|Público|Bajo|2663|3537|2626|3281|3830|3698|1968|1576|RM|Tiltil
10433|310|LICEO HUERTOS FAMILIARES|495|358.4|492.7|399.3|416|555.9|576.7|499.6595419847328|Público|Bajo|4075|3640|2701|3514|3835|3296|4080|4073|RM|Tiltil
10433|510|LICEO HUERTOS FAMILIARES|580.6|450|605.6|458.5|609|721.7|776.3|636.1428571428571|Público|Bajo|711|1362|453|1053|1536|242|1525|1005|RM|Tiltil
10449|363|ESCUELA CAMINO DE LA LUZ|469.2|0|387.3|396.1|358.7|537.2|609.4|470.61825726141086|Público|Medio Bajo|4187|4046|4106|4208|3935|4168|4147|3875|RM|Puente Alto
10450|310|ESCUELA CONSOLIDADA|556.9|388|533.9|456.5|445.9|662.7|683.4|563.7817669172932|Público|Medio Bajo|2531|1887|1363|2560|1619|2408|2777|2849|RM|Puente Alto
10452|310|LICEO PUENTE ALTO|521.2|383.1|527.7|412.5|457.7|602.2|616.4|527.1239631336406|Público|Medio Bajo|3682|2930|1526|2705|3355|2018|3747|3805|RM|Puente Alto
10453|510|LICEO INDUSTRIAL MUNICIPALIZADO A N° 116|513.7|365.3|489.8|426.8|403|610.7|634.1|527.3776876267749|Público|Bajo|3674|3163|2299|3561|2705|3644|3643|3611|RM|Puente Alto
10455|310|LICEO SAN JERÓNIMO|500.5|359.8|508.5|425.9|450.6|580.9|587.1|524.276821192053|Público|Bajo|3728|3519|2613|3158|2738|2240|3932|4018|RM|Puente Alto
10456|410|LICEO COMERCIAL PUENTE ALTO|543|316.4|526.7|413.4|426.7|624.9|647.6|539.496|Público|Bajo|3350|2257|3968|2725|3310|2976|3450|3428|RM|Puente Alto
10456|610|LICEO COMERCIAL PUENTE ALTO|513.3|347.1|509|417.9|398.7|627.8|649.3|535.1966887417218|Público|Bajo|3472|3173|3267|3150|3126|3764|3387|3395|RM|Puente Alto
10457|310|COLEGIO MAIPO|524.8|361.3|514.6|424.3|451.8|612|627.8|530.957636887608|Público|Bajo|3581|2809|2504|3009|2822|2200|3628|3690|RM|Puente Alto
10460|363|CENTRO EDUCACIONAL NUEVA CREACIÓN|576.2|339|536.3|440.3|459|563.1|594.5|535.8169811320755|Público|Medio Bajo|3458|1437|3581|2509|2155|1993|4045|3969|RM|Puente Alto
10470|310|LICEO MUNICIPAL INGENIERO MILITAR JUAN MACKENNA O'CONNOR|560.4|363.3|548.8|458.1|462.1|639|648.1|555.803640776699|Público|Medio Bajo|2809|1796|2400|2206|1553|1913|3208|3416|RM|Puente Alto
10470|410|LICEO MUNICIPAL INGENIERO MILITAR JUAN MACKENNA O'CONNOR|551.2|365.7|521.9|424.7|408.5|555.4|582.3|511.2729032258065|Público|Medio Bajo|3955|2029|2273|2839|2803|3501|4083|4039|RM|Puente Alto
10479|310|COLEGIO ESTELA SEGURA|593.6|371.7|606.3|464.8|482.1|575.9|589.5|541.4071729957806|P. C/Subv|Medio|3298|1150|1982|1038|1358|1415|3966|3995|RM|Puente Alto
10482|310|COLEGIO ARTURO PRAT|539.9|383.8|526.7|419.3|508.5|577.7|589.6|529.8516556291391|P. C/Subv|Medio Bajo|3616|2342|1499|2725|3051|905|3953|3994|RM|Puente Alto
10484|310|COLEGIO CORDILLERA|559|389.9|610.6|452.3|478.4|634.4|643.7|570.9344117647058|P. C/Subv|Medio|2299|1828|1313|956|1756|1490|3271|3480|RM|Puente Alto
10487|310|COLEGIO POLIVALENTE DOMINGO MATTE MESÍAS|617.9|396.1|618.9|509.8|530.2|764.4|777.8|630.6708962739174|P. C/Subv|Medio|793|793|1132|835|611|665|851|979|RM|Puente Alto
10487|510|COLEGIO POLIVALENTE DOMINGO MATTE MESÍAS|572.1|346.9|540.9|444.4|436.4|614.3|625.2|530.8611650485437|P. C/Subv|Medio|3588|1516|3278|2381|2020|2686|3592|3717|RM|Puente Alto
10487|610|COLEGIO POLIVALENTE DOMINGO MATTE MESÍAS|526.3|269.5|516|417|449.3|680.6|703.4|560.4932515337423|P. C/Subv|Medio|2661|2769|4086|2970|3169|2282|2410|2413|RM|Puente Alto
10489|310|LICEO NUESTRA SEÑORA DE LAS MERCEDES|589.4|393.7|601.7|460.8|512|743|761.2|609.7203703703703|P. C/Subv|Medio Bajo|1178|1205|1208|1122|1473|855|1172|1269|RM|Puente Alto
1048|310|LICEO NICOLÁS FEDERICO LOHSE VARGAS|560.1|389.7|546|452.4|439.7|688.2|701.2|568.3438661710038|Público|Medio Bajo|2388|1801|1320|2263|1752|2593|2236|2460|CO|Los Vilos
1048|610|LICEO NICOLÁS FEDERICO LOHSE VARGAS|476.1|330|446.9|424.3|377.3|569.6|676.4|520.0807017543859|Público|Medio Bajo|3812|3971|3796|4056|2822|4063|4001|2970|CO|Los Vilos
10491|310|ESCUELA SANTA JOAQUINA DE VEDRUNA|621.1|413.9|618.1|477.5|533.6|814.2|828|647.7915309446254|P. C/Subv|Medio|573|761|789|843|1056|636|321|360|RM|Puente Alto
10492|310|COLEGIO CRISTIANO BELEÉN|606.8|411.5|638.8|509.3|461.2|811.1|829.3|645.6916666666667|P. C/Subv|Medio|594|947|819|589|616|1932|348|352|RM|Puente Alto
10493|310|COLEGIO INGLÉS SAN LUIS GONZAGA II|585.2|359.5|568.4|451.1|439|669.3|686.3|559.159956236324|P. C/Subv|Medio|2705|1279|2631|1766|1790|2611|2644|2789|RM|Puente Alto
10496|510|ESCUELA INDUSTRIAL LAS NIEVES|547.8|366|538.3|440.4|456.8|563.2|584.9|522.2159517426273|P. C/Subv|Medio Bajo|3765|2112|2244|2441|2152|2039|4044|4027|RM|Puente Alto
10500|310|COLEGIO POLIVALENTE EL ALBORADA|577.5|368.8|587.3|452.1|461.2|608.9|634.3|554.1840336134453|P. C/Subv|Medio Bajo|2852|1416|2112|1368|1762|1932|3668|3610|RM|Puente Alto
10500|410|COLEGIO POLIVALENTE EL ALBORADA|630|408|541.9|464|505.5|633.8|696.6|605.8346153846154|P. C/Subv|Medio Bajo|1266|692|871|2352|1386|937|3285|2564|RM|Puente Alto
10500|610|COLEGIO POLIVALENTE EL ALBORADA|543.7|288.7|537|433.5|416.6|562.7|597.8|533.342718446602|P. C/Subv|Medio Bajo|3520|2238|4073|2487|2401|3281|4049|3959|RM|Puente Alto
